judges_per_case,mean_decision_days
117.34883720930233,71.49920729290527
67.21951219512195,72.78628447024674
25610.0,101.14154627098787
107.95238095238095,64.96832818703132
74.69620253164557,68.3224877139468
76.57534246575342,91.11407274895647
59.87755102040816,113.81663258350376
107.74222222222222,63.39569754970712
139.28,67.40120620333143
113.04651162790698,96.79448673112528
159.85714285714286,89.47050938337802
110.265625,47.73962023522743
146.2439024390244,68.92800756059594
116.26016260162602,66.6293006993007
66.86,83.65609731777843
65.84466019417475,75.91020347979946
66.36292428198433,59.45068261399851
85.39776951672863,77.68304892913112
78.79834254143647,85.95652936021035
1168.6346153846155,117.9531998222778
158.6551724137931,63.15590813591249
85.64691943127963,53.40621973826191
49.07878787878788,58.1490903103647
126.52413793103449,82.18903303172354
78.01840490797547,68.89801053707636
90.624,62.024011299435024
93.57751937984496,67.47678416104046
186.67403314917127,38.4676512371256
54.84848484848485,78.34456721915286
217.13333333333333,84.47221369358306
48.400763358778626,82.21157637410299
102.40384615384616,95.59474178403757
91.61423220973782,63.88606352970034
13.740384615384615,143.62001399580126
49.4375,127.96586599241468
47.73275862068966,174.96424056348204
155.44444444444446,175.12080057183704
269.53333333333336,207.87521642344797
22.333333333333332,299.4029850746268
143.47619047619048,110.96349153667444
82.56989247311827,131.63719234275297
122.86290322580645,99.8533639645553
83.35862068965517,120.24183006535948
175.640625,79.06867716395338
86.50515463917526,119.62876891907996
172.40677966101694,87.35116004718836
89.18032786885246,141.4042279411765
121.51470588235294,89.33764976400823
125.43137254901961,82.85665155541659
155.15625,69.74707955689829
84.72413793103448,87.72690272690274
118.30588235294118,124.1200278440732
443.1047619047619,65.73685681124532
260.3333333333333,66.69222151088348
289.45283018867923,65.94446255133303
309.75471698113205,67.03740025583237
480.05263157894734,60.02757373095056
278.39130434782606,81.34163673278151
661.1428571428571,67.60566119273984
345.35714285714283,60.53164426059979
427.23333333333335,44.89381290473589
118.86274509803921,75.70323325635104
323.7352941176471,68.6569455800854
482.5806451612903,53.07573529411765
265.76666666666665,76.1853129311426
497.86486486486484,55.92188263395038
312.22222222222223,73.84646670055922
469.53333333333336,53.62004827488286
298.1190476190476,68.62622793706574
412.4852941176471,48.08663410460266
242.52,74.66592445983837
791.8534031413612,61.74318981248842
613.0,34.161743778417964
307.35714285714283,72.7665582151987
460.63829787234044,56.20591224018476
550.0,76.43261363636364
205.24324324324326,95.78575190940217
341.8777777777778,76.23331924989438
331.9166666666667,75.59716294250565
160.17073170731706,64.06959037612305
384.3103448275862,64.3135935397039
222.85714285714286,44.02542735042735
307.0625,138.12751882760026
312.9712230215827,198.6233822954739
565.948275862069,101.65955826351866
589.360655737705,168.13626881032516
340.5375,180.47281870572257
692.6478873239437,143.57926308511938
273.4418604651163,130.8452117707093
351.93650793650795,200.19493054302723
377.16346153846155,180.01965583173995
707.241935483871,130.78047389906268
392.6744186046512,182.6361267397098
460.9117647058824,147.10911875438708
412.6507936507937,179.31522868023234
355.92857142857144,144.12412201485049
243.71875,60.15668675471214
376.53333333333336,48.6766111898017
493.34375,26.77671501868626
719.0,32.56499768196569
653.1590909090909,34.06395490448519
454.67241379310343,31.352811800841828
391.4782608695652,34.58207463349621
1093.9333333333334,25.847583643122675
269.8636363636364,40.98837796867104
753.7586206896551,40.76352989615262
716.3611111111111,38.88004575594245
457.5,42.39378415300546
162.6206896551724,80.35029686174724
70.2258064516129,90.15296279283416
150.96,99.61287758346582
83.34782608695652,110.45122587376108
117.0,86.79527879527879
272.5,89.16819571865443
115.0,153.77865612648222
50.38709677419355,183.12868117797692
157.17391304347825,95.43582295988936
268.30434782608694,121.52779128180195
118.0,93.0364406779661
124.38888888888889,105.07079053148726
117.3529411764706,123.68070175438598
168.59459459459458,95.94934273805708
86.96153846153847,90.65767359575408
288.8181818181818,61.32971356625748
119.44444444444444,77.50418604651163
112.61764705882354,82.86941760250718
196.35294117647058,86.74325943678849
174.625,93.08446671438796
58.94736842105263,190.72232142857143
131.1875,73.58599333015722
85.0909090909091,286.7190170940171
313.625,67.89159027500996
152.8,239.9476439790576
69.0,98.0072463768116
248.40625,39.03019247704113
193.58333333333334,17.70440522313101
355.63157894736844,27.04528636969068
118.18181818181819,39.53435897435897
157.33333333333334,33.55211864406779
257.93939393939394,28.429746240601503
225.92592592592592,30.385409836065566
203.71428571428572,49.01367461430575
199.4513274336283,36.45265773360546
277.0943396226415,28.28605474601661
300.9,24.61026444476095
349.2307692307692,31.509251101321585
214.5,28.310955710955707
255.85714285714286,32.51367950865438
144.96296296296296,35.71410321921308
103.375,54.48035066505441
280.1081081081081,32.40158240061752
131.35294117647058,52.17778772951186
190.11111111111111,33.44038573933371
255.67441860465115,20.911861015099145
240.42105263157896,31.283931698774072
110.36551724137931,60.21820908579641
264.030303030303,60.732239182830256
65.32758620689656,68.38453417788334
118.81967213114754,77.21412803532009
197.25806451612902,85.99280457890433
4790.5,41.69105521344328
203.83333333333334,65.59225947124557
121.3,90.06018136850784
149.47222222222223,93.25051105742428
158.2089552238806,58.6288679245283
131.68571428571428,44.69234107181601
219.55,39.04873605101344
181.43333333333334,78.6762814624288
171.7,39.28771112405358
109.44,88.71016081871345
88.72,99.65892696122631
157.7843137254902,67.16478190630049
328.1666666666667,84.39935669544607
86.85185185185185,44.84221748400853
141.53846153846155,81.82010869565218
84.72727272727273,72.21316165951359
192.11111111111111,100.84586466165412
144.33898305084745,49.0807891028652
185.66666666666666,57.94474366646719
72.73333333333333,88.82080659945005
44.85507246376812,71.52568659127625
243.82758620689654,65.23490312544195
279.3529411764706,57.00600126342388
186.88888888888889,99.03686087990488
198.52631578947367,62.90137857900319
277.3448275862069,42.603257490985946
71.60377358490567,63.57364953886693
496.44444444444446,105.87511190689348
141.29310344827587,52.83929225137279
113.56521739130434,70.05474732006125
26.09090909090909,181.94773519163763
46.89,89.89891234804863
53.44,161.67664670658684
96.8970588235294,70.52921535893155
136.35971223021582,89.6230347156273
197.9047619047619,47.2974815527751
175.02033898305083,38.64130076891789
170.93846153846152,32.65115651156511
206.73333333333332,55.02573363431152
185.13636363636363,56.86246010311809
476.3611111111111,31.279608140416343
114.2063492063492,50.135649756775535
184.53968253968253,34.91949079649063
227.83050847457628,47.57275703020383
164.95833333333334,38.76951250315736
116.24324324324324,66.70867240176703
303.6875,33.95645782494928
394.97435897435895,54.567579849389766
317.0240963855422,19.498460836848704
344.3098591549296,23.656815020862304
212.75862068965517,42.54586709886547
211.44,40.18917896329928
259.5,47.80989081567116
167.5,51.61352063213345
338.8235294117647,45.51631944444444
162.025,43.48835056318469
180.85,49.74509261819186
106.63235294117646,96.86636326023996
148.2549019607843,42.2470572675572
107.63106796116504,43.01695832581634
140.2688172043011,38.49145266385588
182.52,21.103879026955948
155.66037735849056,48.88157575757575
102.16666666666667,43.60545327429504
459.79411764705884,41.10068444956182
224.9318181818182,45.422148125694655
148.28333333333333,97.17354164325052
299.92,13.36916511069618
96.75757575757575,92.82430316316945
234.13636363636363,57.087555814404965
526.32,43.86342909256726
361.4375,27.87895555939823
165.0,140.4080808080808
307.13793103448273,41.668463006624
324.14285714285717,51.16104010577346
198.98507462686567,65.26335133513352
192.07462686567163,40.987800139871005
109.0945945945946,103.44977084107518
264.44444444444446,52.07004801920768
178.21621621621622,69.15771913861086
70.68932038834951,141.1005356407087
489.6222222222222,32.0
352.8666666666667,38.1822218023805
221.11764705882354,43.9388135142325
200.29850746268656,54.96467958271237
129.96428571428572,90.31281487588166
173.56666666666666,80.32821202227771
175.45454545454547,104.66256476683938
134.92105263157896,45.86541837331773
401.5652173913044,44.63642269380684
350.77777777777777,19.173265758631608
144.49180327868854,101.2812570909916
442.3157894736842,30.967753450737742
312.34375,51.540170085042526
549.4827586206897,34.58977094446188
185.625,104.0621212121212
515.72,28.45683704335685
163.15151515151516,56.95375185735513
249.14634146341464,60.922271169848266
189.97142857142856,120.04406677695891
299.1794871794872,85.6790366815221
77.53731343283582,102.71665062560156
94.07142857142857,94.45482156416097
81.8,131.25794621026895
79.51785714285714,44.59173590837638
125.05263157894737,92.05934343434345
93.51851851851852,64.22257425742573
43.6764705882353,91.24646464646464
51.31818181818182,76.02834366696192
70.25,112.62633451957296
114.21428571428571,148.4590368980613
55.08571428571429,61.399377593361
37.0,52.47817047817048
111.82608695652173,108.55365474339035
99.29411764705883,172.5254739336493
114.85714285714286,81.81654228855722
125.97222222222223,58.48798235942668
54.6,72.58922030350602
105.22222222222223,90.41974656810982
65.1923076923077,85.5976401179941
122.14285714285714,164.8514619883041
156.1764705882353,87.77212806026365
49.0,77.4930612244898
56.72727272727273,90.33092948717947
65.83333333333333,71.64683544303797
33.666666666666664,120.25940594059404
61.642857142857146,88.4316338354577
53.766666666666666,47.575945443273405
40.6,71.07142857142857
64.8,91.4506172839506
77.4,166.55038759689924
40.8,110.80882352941175
117.57142857142857,57.78280680437424
70.88571428571429,81.90326481257559
290.32,45.90575916230366
110.22033898305085,78.09149623250808
126.66666666666667,80.32105263157895
44.375,70.3718309859155
46.72727272727273,79.54961089494164
51.166666666666664,156.86970684039088
84.47368421052632,34.63115264797507
32.90909090909091,83.53591160220994
63.18181818181818,128.0863309352518
45.65384615384615,152.5459140690817
31.333333333333332,96.59574468085108
106.8076923076923,49.12783579402232
22.25,47.325842696629216
8.5,52.0235294117647
20.3,149.64532019704433
91.30882352941177,114.82589789015944
43.25,90.5568400770713
62.470588235294116,86.45856873822976
27.333333333333332,162.41056910569105
251.5235294117647,37.11071353399284
300.57037037037037,45.14569830199374
204.25,38.24642115906551
127.61855670103093,102.25058566927862
177.04651162790697,74.75357940365164
357.8135593220339,41.36974405128448
142.3302752293578,88.24790511795797
321.77450980392155,61.50872916730143
169.34653465346534,45.0304607109448
362.59615384615387,89.51254309201803
60.0,123.37760416666669
208.67021276595744,72.50716288554678
130.91346153846155,68.94461990451707
122.69411764705882,68.9238661424873
374.26190476190476,65.50442140085248
184.5886524822695,39.27083413378414
111.8135593220339,49.946490829164766
203.95689655172413,55.51409611564309
66.19209039548022,93.75119494708092
995.95,60.15086098699734
92.11688311688312,62.432680107147895
107.83098591549296,55.64668234064786
117.02439024390245,81.21634014172572
111.56962025316456,73.706224945163
338.9512195121951,49.60534647765705
188.73333333333332,89.25066231013777
221.1689189189189,64.50740842574773
77.42553191489361,72.19373454245672
301.4457831325301,43.03621103117506
171.42592592592592,69.4480213172014
211.53333333333333,79.52645085768313
100.95833333333333,60.24288072637227
221.75862068965517,89.81628051624942
297.53333333333336,93.26910150123236
190.8068181818182,72.41087487344411
126.5945945945946,133.5264730999146
149.42857142857142,55.84498770827642
125.56976744186046,72.9370312065932
252.0,124.88194444444444
33.75454545454546,169.09507137085913
312.8181818181818,66.3815751235106
321.6641221374046,45.67456927239072
291.22340425531917,62.64697716894977
239.36363636363637,98.72322445879226
125.81481481481481,36.1950250220783
205.27777777777777,124.2089309878214
130.37560975609756,47.68335391177461
325.8454545454546,28.231091147504387
109.20175438596492,66.15559482689373
213.22641509433961,88.82638704539421
97.725,84.24238935789205
312.9217391304348,64.96540321236036
376.35042735042737,33.73996775145913
271.0151515151515,87.86861966791524
398.85714285714283,55.25644699140402
275.5189873417722,115.74207479555272
198.7603305785124,65.14819126819127
206.48979591836735,45.04536469658035
287.6875,69.89405460207111
155.5,49.86699795381468
391.56756756756755,99.99851601325236
93.65168539325843,78.10497900419915
183.53488372093022,53.13228585909783
247.02564102564102,107.38800083039236
319.31531531531533,45.33630515743143
247.92857142857142,70.89527513684817
144.2840909090909,53.60951405843901
124.38297872340425,85.09921313718782
233.2127659574468,113.80968889699844
256.3333333333333,93.70806241872562
142.7,79.24597056762438
455.9655172413793,121.76790440898436
77.9047619047619,277.4462102689487
474.6862745098039,82.44086909826923
341.0,86.80740271062852
356.4,71.10473421079482
317.6031746031746,61.687740516767455
415.29333333333335,72.43124538478827
462.6637168141593,130.68124175130544
405.33962264150944,82.29362751943397
204.26315789473685,118.87297088379285
336.1666666666667,64.05970677810043
523.2727272727273,203.62380125086867
167.91666666666666,68.46476426799006
512.0,104.1520756740196
260.6530612244898,99.51331036642657
542.8518518518518,68.81380910145323
472.3636363636364,83.0564857582756
315.4516129032258,70.2750792514572
290.875,60.75232774674116
295.5952380952381,86.46870720902135
146.95348837209303,74.00601360974838
205.79245283018867,97.38479875309434
158.7058823529412,74.07128737336299
117.51948051948052,57.5424908829705
129.64285714285714,79.30413223140495
124.82142857142857,33.170529327610865
152.6764705882353,87.31150067424389
146.4537037037037,114.16153505721692
106.25,62.96411764705882
127.5,76.04201680672269
56.214285714285715,107.12833545108003
185.51685393258427,107.03143358972804
331.0,56.0280535174795
90.14285714285714,54.52456418383519
217.66666666666666,62.95099540581929
203.26923076923077,108.52317880794702
180.1153846153846,96.9513132607303
50.56190476190476,132.3544923714447
263.57894736842104,87.84464856230032
136.64935064935065,48.343850978901344
353.55223880597015,55.57071090847686
194.28571428571428,108.69789915966386
151.2280701754386,108.18236658932716
262.6190476190476,44.15231187669991
405.15384615384613,42.72413138408961
137.08771929824562,119.48566675198362
506.9642857142857,33.406410707995775
222.51111111111112,131.10561270348546
75.19444444444444,153.33875138529737
193.3230769230769,92.83932834633136
112.66666666666667,69.75008701705535
155.6529411764706,134.55957824723177
219.6818181818182,58.86943927167391
171.70731707317074,112.98075284090908
145.97916666666666,70.90366776081062
205.1081967213115,153.77238722465555
117.25263157894737,76.65773408744052
287.7536231884058,127.12117854444725
268.5422535211268,174.58316943329925
219.63888888888889,80.94030605792335
206.45333333333335,77.5312580728494
295.2,83.71174692516156
236.72881355932202,77.2549581155581
272.22093023255815,65.57575498697193
365.25714285714287,142.83119524405507
164.10526315789474,91.3820558050032
177.48,89.13308541807528
506.9117647058824,62.74360313315927
242.4,66.71452145214522
177.93333333333334,94.47639565380292
446.6666666666667,143.3317910447761
181.6153846153846,65.83089792460822
196.71666666666667,94.3190714225197
286.712962962963,158.51572743419987
348.6666666666667,43.27761435505221
166.03703703703704,88.01806825786304
386.15384615384613,134.5203187250996
256.8888888888889,87.95346020761245
428.875,61.461381521422325
225.5625,230.7791632031033
455.76,124.36062840091276
266.8125,69.89681424221129
183.6206896551724,94.62291079812206
426.70588235294116,102.68279569892474
1077.3333333333333,82.16166460396039
504.7,25.36278977610461
442.6,26.70477481548426
492.85483870967744,29.84291651667375
123.3529411764706,58.156413924654274
275.0,49.09118881118881
298.92857142857144,39.79426523297491
234.57142857142858,47.46345919610231
372.75,54.07478202548625
205.74074074074073,46.06930693069307
83.52941176470588,111.47887323943662
157.5,48.11333333333334
148.66666666666666,65.23150224215246
87.43478260869566,71.23172550969667
150.53846153846155,55.079202861522745
145.9090909090909,56.89906542056075
283.0,51.09319787985866
201.15384615384616,46.81453154875717
374.5,55.44592790387183
116.92857142857143,74.99938912645082
123.7,71.82457558609539
267.2631578947368,47.54332414336353
142.5,61.99649122807018
43.4,127.06758832565284
32.851851851851855,95.5
33.5,175.0016583747927
27.0,193.68592592592591
29.571428571428573,115.7671497584541
29.73913043478261,116.94298245614034
12.923076923076923,194.62202380952385
32.10526315789474,290.56229508196725
38.702127659574465,33.78724573941726
24.727272727272727,75.4908088235294
1.44,186.97222222222223
392.66896551724136,120.32205771291076
541.0232558139535,63.59884370701513
183.6046511627907,72.91374287523749
517.1333333333333,55.89770529844012
746.4772727272727,61.39655959811235
231.8095238095238,80.73962612982744
251.63333333333333,86.64039387115292
178.33333333333334,86.0816199376947
234.4090909090909,88.19565638937367
392.75,72.14473265436028
236.16666666666666,68.47894613032229
212.03333333333333,75.15893727401352
255.4,74.90555990602975
225.67857142857142,62.92878620034816
283.9583333333333,81.18283198826119
331.0,71.7010681916271
144.03773584905662,107.93293162169245
299.0612244897959,83.03446158045584
206.35,105.437848315968
239.55882352941177,74.02357274401473
199.89795918367346,95.27320061255745
234.49484536082474,43.53688560626044
158.3695652173913,37.88771448181195
175.40322580645162,63.168183908045975
130.2173913043478,68.62838063439065
158.57894736842104,23.89047461002323
141.7058823529412,41.12536322125364
207.40740740740742,34.82982142857142
158.125,31.56811594202898
120.52777777777777,39.19635860797419
180.23684210526315,52.807417141188495
142.42222222222222,33.119675456389444
174.21052631578948,34.95438066465257
166.0,38.629894578313255
170.47826086956522,40.1038000510074
100.43564356435644,39.11317034700315
183.35087719298247,30.06420438235575
128.92307692307693,41.90811455847255
167.53846153846155,34.32996632996633
131.61702127659575,45.6863886194633
245.734375,26.232084949449987
104.32432432432432,46.04844559585492
86.53125,63.593716143011925
172.85714285714286,63.38181818181818
81.76363636363637,58.80520346897932
104.9,64.87210041309183
140.31147540983608,31.36289286131557
142.64705882352942,42.59505154639175
113.23809523809524,49.28651527894589
110.72131147540983,47.81818181818182
119.94117647058823,48.2991662579696
100.60526315789474,41.836777399947685
111.62162162162163,38.87348668280872
189.4,24.265575501583942
169.38095238095238,28.2131009277481
142.8125,45.68475565280817
186.69565217391303,54.57755006986493
132.43939393939394,42.539411966594216
175.32876712328766,41.22681459489022
128.39622641509433,48.67274063188831
207.14814814814815,43.699892723046666
125.8157894736842,44.38653001464129
145.53125,35.54316083315439
172.4090909090909,42.23016082256788
159.57142857142858,35.42632050134288
150.41379310344828,72.76753782668501
123.91304347826087,46.07567251461988
322.872,33.5602963403454
78.78571428571429,61.92384406165005
190.56521739130434,42.44284736481861
235.37007874015748,58.445002007226016
54.888888888888886,52.1174089068826
10.333333333333334,39.76344086021505
32.705882352941174,62.51079136690647
66.46153846153847,41.14351851851852
250.2,49.74500399680256
256.3157894736842,52.93244353182751
226.75,41.95148842337376
235.1,44.09187579753296
128.0,40.223958333333336
336.0,42.86607142857142
199.0,49.27135678391959
357.55,64.93441476716542
412.85185185185185,73.0802009509285
269.3255813953488,54.662982471289176
316.2926829268293,69.81053362122147
347.2448979591837,118.04642962092272
327.1304347826087,167.28524277866384
291.3103448275862,82.40855823863636
385.5842696629214,134.78794766442286
246.96875,75.3642920409971
577.36,103.44228903976722
482.6111111111111,86.74971221365259
357.10769230769233,205.1756419093572
197.95454545454547,58.82893226176808
79.15517241379311,90.58640818993683
68.9625,101.40058002537612
109.6875,96.22307692307692
80.38823529411765,79.01697643787503
124.95833333333333,78.86378792930977
103.70454545454545,195.19482796405876
110.69444444444444,92.6378920953576
320.50943396226415,109.83340201330428
51.53658536585366,134.07359204921912
311.10526315789474,55.90932160378955
282.69767441860466,53.15531424810793
