case_pendency_rate,mean_decision_days
0.2126315183442002,423.30233620941794
0.2577327817693591,493.16994045582095
0.2297153771046759,487.2801177770184
0.3118671137259052,465.1515306158116
0.3056104143186541,493.620989777609
0.2844405230727295,501.72771016701086
0.2512805979366617,445.8331704395872
0.2548037179822169,345.4600963322787
0.2323920845379324,525.7660838649978
0.2859643792409971,534.209029016048
0.1181695248632368,250.59291464817204
0.3346927575687469,468.1643753639128
0.281993138234181,469.83098232531614
0.3047080844034885,494.9589869724084
0.2877706272399684,514.5899455664788
0.2979459006825852,518.5521871526805
0.2774529253291794,391.6846737043517
0.2774529253291794,597.1863885630963
0.2867833242901067,391.6846737043517
0.2867833242901067,597.1863885630963
0.2774529253291794,391.6846737043517
0.2774529253291794,597.1863885630963
0.2867833242901067,391.6846737043517
0.2867833242901067,597.1863885630963
0.325703822897944,469.0201445783133
0.4162792310255191,480.9640207102563
0.3516665688633296,465.6968162378657
0.307100478643056,510.2717429132385
0.2350966762903568,409.57750279512766
0.2768417393849587,479.9072729572477
0.2691315563198624,458.0512568306011
0.2995281343548632,455.2449078634757
0.2639004575258863,468.43595683977946
0.2235218733616823,398.9691218172816
0.2095655562049483,351.2622433638133
0.3435851704929439,569.8659205965312
0.261300745385329,468.93843612539206
0.2572708418171659,525.6770372448264
0.24883054751639,291.0417398893698
0.2326177526811332,478.7648245292345
0.2786770785484612,609.3341484538183
0.2470155578859663,507.3790890822141
0.2305954980049687,470.3624266144814
0.2488711593956883,446.8032271915749
0.3306014874720196,575.119713068335
0.2087860197933252,540.4615653992414
0.2994448895501888,710.1173331154951
0.2800534314308294,517.2320896029842
0.2489347966429954,545.1824823792333
0.2315237055130845,563.5569296861016
0.2675430475837808,510.18290781934616
0.2679553558187668,567.9603734531202
0.2166826182927942,362.3460937925975
0.1705365280931856,291.31270332017186
0.2157513423268372,315.42009645457176
0.1583344841872669,312.2212394371975
0.1913265535100395,241.76398408320244
0.1719664207580768,331.94830330959365
0.2131104155069038,277.1857465932154
0.1793036633363608,275.5606693325857
0.1529870045904183,270.21013109936456
0.1527075014683931,300.7494816774571
0.1563114813152221,336.55248430069105
0.1419205579199695,236.5276882736372
0.1429529942968393,266.3960573936703
0.1405718874068787,254.9381079425718
0.1597900296277212,284.2311940882017
0.1400252287740807,216.3345085147037
0.1661137383583458,304.0189952620348
0.1856846134606392,275.5107702785716
0.1957755195289681,333.0587854553823
0.1452236237046729,298.51560664227605
0.339945626750758,308.7757896887103
0.223746007230861,337.2427209050993
0.1551706687912139,260.9180418008011
0.2057627146727199,270.5992176906227
0.1334123109324143,277.82449357212886
0.2479514473431144,363.3848531538301
0.2077927766146622,323.0384028484232
0.2791800049248953,392.0752626184986
0.2533021971268896,319.58045526282666
0.1709724055566031,271.89932898627643
0.1304796870939584,326.1446568834055
0.3077539747914148,467.8132199964679
0.1872897910026877,366.8442577030812
0.2725684764669162,479.6018273072428
0.1432518693117098,322.52663327497464
0.2335064675623033,392.7344844437205
0.2041914137915788,416.7623800881514
0.213018054985638,373.9238537117904
0.4735444241199447,572.286484846186
0.1852488351917471,301.9795308487952
0.1556217647766943,370.7536998095148
0.3894336658677204,482.32830476443087
0.3266129032258064,917.6766467065868
0.3523520390018375,543.6806493406207
0.1101593109350586,262.66831670063794
0.268317103278014,388.914653120138
0.268317103278014,383.6468791006483
0.3039086038363485,388.914653120138
0.3039086038363485,383.6468791006483
0.268317103278014,388.914653120138
0.268317103278014,383.6468791006483
0.3039086038363485,388.914653120138
0.3039086038363485,383.6468791006483
0.3279014055643104,465.75883206460026
0.217831740785976,323.13502342243044
0.2254932139359171,289.7387240910021
0.2260117453374941,330.52060911986626
0.2510270462231334,352.38572367641194
0.2579960862343984,385.2077922077922
0.2579960862343984,260.118883760353
0.2102574923057893,385.2077922077922
0.2102574923057893,260.118883760353
0.2579960862343984,385.2077922077922
0.2579960862343984,260.118883760353
0.2102574923057893,385.2077922077922
0.2102574923057893,260.118883760353
0.1671148089899041,234.75978152727865
0.2954812294909233,446.35056832749336
0.2274061523041309,250.60367887811208
0.3168531669177247,243.2940543378396
0.207418810209554,473.5447966919366
0.2043834553653687,382.42275109702587
0.1144420452401417,414.9540504710951
0.2351001775297996,351.9461056185194
0.2340497641709266,363.8632374631269
0.2340497641709266,572.405406981264
0.4830321572646481,363.8632374631269
0.4830321572646481,572.405406981264
0.1479239387799936,324.5249806629043
0.187272364033133,354.7484541930604
0.2835507530373439,532.5863712733951
0.3374037536092396,453.185383567862
0.2527173020720454,399.0614096761436
0.1776000933815804,329.7426489721572
0.2595647595647595,518.5834715967449
0.3269758507135016,483.549006116208
0.1607280048745595,308.93238636363634
0.3090465491820543,583.0227359329353
0.1255874673629242,279.08913108390567
0.2424772923326736,444.9193823893894
0.2096307951260565,382.6235185185185
0.2447929386316854,516.2468759383734
0.2529762771066802,424.9230049875312
0.2747638747950979,474.5180281993327
0.7007874015748031,725.2390535161433
0.1450199203187251,316.57735321528423
0.5919366115124679,580.6521987435751
0.6423190745224644,280.6904851447913
0.7859281437125748,219.53671328671328
0.734229576008273,256.591439688716
0.259128408471614,340.07480215097405
0.3298835305384782,467.0517265225209
0.2828398894946581,486.4178768664349
0.2260465116279069,441.8832131410256
0.3012019797313222,541.2129286115795
0.3547410692879405,405.0646509683712
0.2650420372852443,370.6891309393548
0.2295027988146196,419.2542735042735
0.2546369658850549,424.8929889298893
0.3553811991117691,453.49602700716514
0.3082238033255365,477.6359057791611
0.2338594994311718,336.8224593967517
0.2756907008086253,398.57235337442336
0.3025681009697383,444.6553242034656
0.3586983966670874,357.4471676755746
0.3528984190441577,537.1267551249649
0.3401417118525665,488.5231649526114
0.1649502379922111,360.67820499533633
0.2880996669117965,415.77401713556543
0.3468333038574152,390.60913384879206
0.2053844845185437,325.7021356313226
0.3890529806121381,526.8755927916535
0.3650392107260308,370.6623505976096
0.4077032810271041,584.9990366088632
0.5515449610066346,290.82281143100533
0.4530372323623529,560.2154120423844
0.5312806332206762,648.4825277417946
0.310665125149458,398.0891771788991
0.4706184715363574,514.8005687138052
0.4273965673620317,532.5966614374705
0.596531537831412,413.1488560958701
0.4030110078718467,731.6988535529212
0.5453922416142925,449.5834889418053
0.5083225972687452,427.5965132935052
0.5395875042496128,499.5649587726135
0.5792647550062413,615.459069825749
0.5124674437470647,437.2470114288216
0.6542476161817532,588.1687336814622
0.4720908771671934,516.2767043608743
0.4913819593820711,684.1489536991268
0.5757278560820467,458.9451819562777
0.5222464083587288,599.1766903590304
0.6240833262765687,442.0660479365652
0.6759784978735347,680.882737024452
0.4676074350484399,491.35280277727503
0.5145455452708265,529.3530772195811
0.4504031501968873,511.9648584100989
0.5510884628710012,539.5302440749912
0.3224220757457267,453.2095630667766
0.5913348005590451,326.9369865167656
0.6550013854253256,556.5832463255963
0.7967268813299963,626.136331738437
0.5572683255037185,396.7781486607506
0.9323134455209928,329.9030637870417
0.8536457493144055,800.1140810140535
0.8951367781155015,165.2122688655672
0.914237085132537,312.4909959573686
0.9469175462750498,959.8703170028818
0.9404460818480532,588.4006019060358
0.94751356238698,597.1154177433248
0.2718267477871247,364.90252767472026
0.4006749620011851,608.1667526364054
0.2892024594152254,401.4141670296845
0.3312695646428188,512.2921872606996
0.3048012090211578,505.1471547298541
0.2968343805118542,338.5379779989524
0.297054335738485,424.5744201789498
0.2917429599696931,443.860807452724
0.3914360768644938,504.9569794963409
0.2553593134185421,357.0393248005936
0.2819994154655509,429.1000824826197
0.3170237438501289,366.7879961756561
0.3176052203949327,560.028276481149
0.2623906705539358,365.8704574347595
0.2708185870334589,524.5588131124316
0.3181268965138471,383.5457446915619
0.298062364969464,398.355133052203
0.3412051317314682,508.55481331265656
0.320767046168539,446.5409420557981
0.2127361511367275,391.7183130814988
0.2127361511367275,380.8788928515415
0.3183552805886481,391.7183130814988
0.3183552805886481,380.8788928515415
0.2127361511367275,391.7183130814988
0.2127361511367275,380.8788928515415
0.3183552805886481,391.7183130814988
0.3183552805886481,380.8788928515415
0.200480695023263,375.008218649163
0.2762227350554604,446.6813062483929
0.3090059660974147,450.9543855641846
0.3262531189791857,470.2051191899304
0.3538251366120218,451.1574817946911
0.3533039884532977,553.1969585649528
0.3688047504262449,537.5225759128167
0.2606752608962553,301.160317513036
0.3345126026760029,417.0079649761786
0.4002237970906378,508.1953180525942
0.3529035805099306,464.6700899542264
0.267478256407625,416.49769714375776
0.3990675906106011,395.4549461164609
0.3629533064707276,607.561669829222
0.316113941364204,642.8040579710145
0.2208941876512848,415.81489186758125
0.1512610317858936,275.99434646151894
0.2571353817102165,470.5098540648975
0.3004625996447895,432.8011395506746
0.2938311168082038,544.6083832516488
0.2613836719049444,444.6825112650597
0.2702355124039151,389.5160622040465
0.3239143672843168,620.5303606311924
0.2105365009618996,372.9422367055024
0.2875681476427374,607.6931602633243
0.3058509438219147,508.206855830381
0.2407011162226739,355.7857713171923
0.2727948549496905,452.6808913613706
0.2070843797905998,404.1058823529412
0.2474567021122376,427.8329858356941
0.3250087673620336,604.3172428994269
0.3548240050737276,505.4402052038215
0.3381488338226295,630.0608709900167
0.2480018221725266,338.4554616295399
0.3527968362874023,657.3327198439283
0.2608973578473152,437.0628063094601
0.2924417411422281,558.5776046198877
0.1712267708976205,338.1127130564289
0.283897331119908,382.15827953921325
0.2945894418512918,520.1623618692585
0.311156903149838,561.8269408831909
0.2954203165821423,410.20389556568585
0.215651271406331,369.405679352141
0.3762334806789564,631.1961554411729
0.4608040661202436,729.6879538023863
0.3165264205573652,521.3208891830768
0.508104857046458,648.4705952522963
0.5870517280212217,770.0007272286529
0.4106834443622008,762.630521247645
0.4808960043051258,654.9504341065181
0.5510001105094485,673.1777012060054
0.4458942851570119,595.161498116794
0.4777609164938979,791.7216174183515
0.6595607492258583,758.427151775902
0.2408018360467618,538.3609182372113
0.4786227463738647,634.8592896885237
0.6350546358220955,617.5937312237132
0.7166618245206275,398.9098948987439
0.5732221661320002,719.6248855311355
0.5633975481611209,770.9225832330526
0.5638345370978333,726.1007105437466
0.5661203525230355,722.3669816650403
0.5711117271971167,654.9638547726782
0.5753950367670732,586.3024172757878
0.6100416088765603,685.2047232892303
0.4703789437585733,595.2748684743019
0.2706113849578629,694.759353625637
0.5483193277310925,674.0571220930233
0.3735233818217319,531.0835800737624
0.4080269264113417,402.434011026878
0.6325975083947625,695.9931858742091
0.6426530797925576,981.2905081983909
0.5670714138711669,869.3136527857007
0.3856648199445983,681.3784240784579
0.527421357615894,406.989708780381
0.4280507497116493,620.3847705089942
0.3427205100956429,584.0038399353274
0.2937850422883208,427.9714055035996
0.5278805437931803,522.3900113293051
0.1560787856175009,176.01975567190226
0.4055369070626928,512.9736489376871
0.2817860746720484,400.30400421496313
0.347085201793722,492.4430926216641
0.4097469289118614,437.3008074604799
0.4041872637394591,445.5285505124451
0.2873435088321042,456.20406689929007
0.5446768060836502,422.9727110050701
0.2982307547524939,527.3214429395199
0.6672064087267768,680.9131882202305
0.3864186046511628,405.5112189205579
0.3878183402730706,356.048876937678
0.4137404580152671,266.3255208333333
0.4137404580152671,261.0518867924528
0.2664359861591695,266.3255208333333
0.2664359861591695,261.0518867924528
0.4638694638694638,399.4347826086956
0.4638694638694638,399.2267206477733
0.2922636103151863,399.4347826086956
0.2922636103151863,399.2267206477733
0.5938834785580045,626.6339924274296
0.6701803814890378,687.2058029358338
0.4028415614236509,565.5157414083153
0.7147843082507329,633.5056289769947
0.2605230037756957,417.96331316187593
0.4464012133447426,436.97321412043465
0.3711474389623794,387.0376963413972
0.3637221937810798,290.7276777772387
0.4416277839241906,574.7507430220537
0.2151444813543302,335.3132393568039
0.2900889239201714,353.02460380265205
0.3750571268978825,523.2821897368091
0.3564064547696499,439.49539644093306
0.3476822161703125,286.9920093374035
0.4654520786897955,645.4921319796954
0.4465619366469225,457.0866213372412
0.3397827562797013,328.9472350092665
0.4985273028603814,527.7995650535977
0.3826595256787954,488.8575529785064
0.3704382679271539,319.4087278214198
0.5276940382452193,484.8655488869836
0.2848601902339257,346.3077552230285
0.533213516433488,700.3397189085324
0.3216548767838445,314.733337681443
0.5380927396739819,651.9002780932983
0.3168868490148649,374.84651120560505
0.4536338351397533,500.2087613568917
0.4650691842029403,566.0080024788823
0.2606616348459779,341.6015627455541
0.3984670277627065,483.31163004013
0.3891108529510112,386.6734627082969
0.528828006627739,567.1745900406198
0.4237838608019311,407.2834202430563
0.4106916540275498,324.55032536212906
0.4396243728158372,563.3568616520921
0.4183418986767038,462.4297803018304
0.3065816287496783,481.3281978756056
0.3038057367357058,415.337803132512
0.4930858511635442,606.9649134821714
0.2372484980444336,345.81660235061935
0.3152630439489067,389.6155178955356
0.3342634522387883,542.6360601001669
0.6244265900623905,900.8545067762984
0.3703897042584376,496.7808922478395
0.3130643289144114,355.16101276629803
0.407445171293167,646.3865383747833
0.3583699958194812,526.6889950668611
0.4402798115770717,393.8503727285622
0.3741150876442162,502.5337094124239
0.3503543536983435,345.6289405785012
0.3411415787910292,367.3139727378394
0.5496841061173443,444.8100300070229
0.3408621653973415,420.5054996471027
0.4685607775823759,421.487040779931
0.2674704059201813,314.5410317010617
0.2404516848799446,285.81961854286163
0.322623412484342,537.0549241401652
0.2306409893238103,334.2040887772902
0.3872271852119043,466.1843771023179
0.3526758852916011,349.3780123821056
0.3627194620844228,396.21234353136936
0.3461888257994739,445.3415040665689
0.5020846274256466,493.1184055569971
0.3240837411367696,499.3388749798685
0.4269655909449034,427.6957350358704
0.3537278699148672,447.6119999392254
0.2361553285960488,298.163227652894
0.4799668854015754,577.6692028561396
0.4799668854015754,577.6692028561396
0.387379421221865,411.125639679832
0.5138196471469533,507.6388438753553
0.2050599403639019,594.5755267640136
0.4157116370060003,517.8103043326171
0.4271101540190066,329.9080081716037
0.4316988795759255,538.3471532404603
0.865189936854766,625.1717472118959
0.5568159316568131,564.0952958447692
0.1554732250775132,310.7065652682155
0.144805534561944,321.6912346535057
0.180161792159303,374.710805477123
0.1993821316965421,402.7758904562416
0.2379439827141111,390.1346816543038
0.2403698766099146,405.03087877721896
0.1618782030112892,345.4569931702761
0.1690272510803422,420.5834925284428
0.202293494369289,357.1341685128704
0.2338346488421152,358.60853087899767
0.213996759921556,521.322702344362
0.1610428395797827,334.6269937106918
0.2286899936113796,438.27130993131857
0.1390505107916897,275.6477011144796
0.1453822571373826,238.62683332399155
0.1744768589602983,393.4112914368311
0.1946343832903635,441.9035260276515
0.1898959058086045,413.58058652346847
0.2520495473772682,441.9817441603419
0.2205063173479753,495.4805502321025
0.2713968157250375,458.4374254696381
0.2105408861410285,311.83785859800287
0.2332654506817779,343.50349327328365
0.142178552837064,228.829249791398
0.3193244957120425,442.12388399046193
0.3504734534468148,420.0731360047196
0.1203983638627067,203.62302871006875
0.0902897480095214,200.71884868717856
0.1163271331561854,260.390243902439
0.3013247849616705,423.4983602815294
0.0769015071854188,144.28675577156744
0.0510250569476082,129.85825732117138
0.1024934871604019,184.2074141648698
1.0,
0.2971470076921245,292.8225218967591
0.4093700003018685,480.8032996350775
0.4658229586803691,554.7451172902275
0.4184354888282465,378.7649658883444
0.2780259329215376,338.2688656732248
0.3762479333587689,324.22305761217234
0.4927786541913724,572.7945411159075
0.4602940743141703,567.401361287035
0.3381354268891069,385.7863709151296
0.2867045474978872,318.56605366978835
0.4625138704185266,412.68856967251867
0.2757015206145163,295.1093868363526
0.4803059818501449,440.0433351618212
0.4290672213707028,427.65932232641086
0.4358721934369602,619.7222239230935
0.4813207410061667,586.4453993835571
0.2923823851203501,384.9332637560156
0.4624109499131719,388.970228027114
0.0842602892102336,262.8836926814455
0.2251986107229829,404.18999896949714
0.3162136832239925,589.2097039473684
0.1930335623941838,416.514553700904
0.2366335624046295,435.8819071563686
0.2684841346646761,575.4114093890904
0.1815728618920367,406.0780841427505
0.1788654936906866,418.2516481043986
0.2134911267326112,353.9773831974289
0.1784480467711932,435.7880443572489
0.18803881431327,390.0959638809769
0.1305288442418891,278.6951864319953
0.2120315418822634,357.41181160180423
0.1756427693927694,436.37795223205376
0.2069699100365983,430.4677594137662
0.1424086757990867,406.0791256995916
0.1693530510782482,348.5373739904257
0.2360699103531986,415.3469255432847
0.2124550263033413,514.5039360046595
0.1268783668840374,339.86092506900474
0.2111888011691716,357.3374081575195
0.1644640703979046,395.7105557413867
0.2887151080699467,446.5169462768412
0.1547003218359816,226.0347446477694
0.1473281246502048,325.6226107960513
0.1051304645811915,407.2901611094395
0.2193830058898636,387.7125987991093
0.1258601204526272,321.8262335324442
0.1986193978806915,407.7063790115027
0.1475825706327099,319.5553043123067
0.230861925129441,273.16664084155434
0.1955856684371539,404.5217218852076
0.1121814451075294,259.81651699864153
0.2186896143044856,463.4963561417972
0.1699531754929763,246.0141029715557
0.2176569789088679,347.7381652249377
0.2155058907288034,260.64567148675616
0.2815039387689173,594.6690070210632
0.1655696037539103,254.04940055453588
0.2688430914707546,451.97841869322014
0.2688430914707546,451.97841869322014
0.3105636285300223,448.0411998636519
0.1486624928856004,277.82791817087843
0.2069549710209541,366.2326849561502
0.3568197942532813,502.180489486384
0.309540072859745,367.7888705688376
0.1221439615186394,321.7215916503588
0.2178855290617646,331.39820597252185
0.2494013768332834,327.6711195294587
0.2248559455212153,289.8173677986146
0.3699223960227962,412.44079865287466
0.1509394131306734,188.9958975634013
0.3008175747363165,449.1665625278943
0.4908669925392333,1004.6377968671046
0.1527608194274861,494.6041633306645
0.2527976562124778,361.145299694681
0.3112735908011498,423.5264495054895
0.3002373825988234,312.95501474926255
0.4206471494607088,219.25797872340425
0.2000792854977497,474.3766434422645
0.253071253071253,511.6016995614035
0.3287437553308152,574.1720820475585
0.1240558073402648,475.1520746677488
0.2693385046326222,508.6101445001474
0.1058929105593778,329.1562395449983
0.1684152401987852,212.19281208499336
0.2288557213930348,213.71705069124425
0.8552821997105644,503.48
0.0751988430947216,143.75918686473807
0.7203389830508474,570.1616161616162
1.0,
0.2381601341062356,431.7344665507694
0.130331468092092,278.472089890326
0.2040578932062725,462.67080745341616
0.1561819143310417,334.24878733564793
0.1864610229481563,332.86876323355693
0.1533444887801948,391.7391577560432
0.1722011726909944,409.8880569091542
0.1608370702541106,442.98454261172463
0.2197146659469721,573.7539597347455
0.1584507331498747,343.823712004373
0.1628255975988852,428.1607341015792
0.1566180464475444,339.49520114355727
0.2098849018280298,382.4214986194421
0.1655689689906863,372.236066487139
0.1419306466729147,391.8578356415746
0.1477708331269748,291.9143116163113
0.2209990987511265,542.6778468721593
0.1905142146584093,397.3744399515064
0.2040464916056823,492.6338276735647
0.2204882571075401,451.5704297684476
0.2275651039273703,463.6654810197357
0.1230483666702114,370.3075812194773
0.2955355500188656,376.95999362589305
0.2065569567142957,362.6464695427371
0.2325704066797895,433.7184576697401
0.1569270674397314,417.6603927246403
0.2142445999575873,379.4358252689208
0.2588777344920587,371.55542077331313
0.1555272231001292,319.8106619601505
0.1673656618610747,305.5492418280078
0.2158225909080197,400.7469872276484
0.1506391616206538,281.475866976357
0.2745197497626386,424.19524919325926
0.1933635508423843,493.4586513994911
0.2245975806295023,373.2141533530325
0.2295154987750804,498.2178163184864
0.2927019357024863,491.5009521756315
0.1995994801763991,504.1208410966197
0.3006081148439836,533.0133702035464
0.1669202347315801,427.5001956691886
0.274352753924551,544.2258680770524
0.1899221799943121,354.45859796380813
0.3025437864887406,547.1569706028899
0.2986813186813187,458.0100282043247
0.1972400975258803,459.214521328902
0.263792879511639,506.1640138001333
0.2280155534337941,478.8340353833193
0.1957042646967533,346.80476058164305
0.2029449423815621,433.8570022023578
0.2984594856865599,405.610737442725
0.2763622797199728,438.2573846060533
0.3020489727761733,425.00976604632007
0.3654099393106607,644.8523739709034
0.3123669934918706,568.9269846271579
0.2298158640226628,376.9356766777901
0.2023883464593012,359.92024004817574
0.2961617918886593,536.1262281406414
0.2132970719899814,417.56879469695167
0.1835694841906889,365.91312790825486
0.22296952792274,428.0068126332854
0.2937969685390396,495.7827898420027
0.2167085864644197,502.34513353027774
0.1661331291972581,355.7905234826514
0.2867755574169359,470.2644390073401
0.2051511439361978,376.9852404187424
0.2229410804127559,355.6734431446327
0.2655985464756163,473.6542592071971
0.347059817188761,544.1655647541298
0.3085416302511216,384.222543030273
0.4117805917301806,768.9048104881906
0.2014905743095133,386.6028695874968
0.145257445980144,272.8427028027273
0.0273076923076923,75.38592328983788
0.0229166666666666,120.41257995735609
0.0250061896509036,54.33544946673438
0.0601722909514865,157.1068228807719
0.0992047308319739,141.8895868704018
0.1241622916313841,221.9739786193752
0.087229409504291,80.95888296379455
0.1015658982166159,97.50907770515612
0.1661786237188872,152.05004389815628
0.1115537848605577,72.08594917787742
0.0512129380053908,79.109375
0.1867256637168141,110.52013057671384
0.2068355282443245,359.6906208935611
0.3643711688860706,423.52397611035
0.2952021545418273,429.45974761174665
0.3078224101479915,341.6404116347916
0.351813106401431,347.09415975381324
0.2616986730436318,348.7832621930614
0.3602041561154189,351.36731989433684
0.2530556752992671,407.56097950776007
0.3463689441821602,428.8391825019018
0.2873140834791818,337.0088805922811
0.2638177663618168,317.6159134177328
0.1795436447030665,428.773168205701
0.1936130838767185,467.4854616234921
0.230080976088776,520.1442246372741
0.3944765176455619,803.8775263634811
0.2756409807723267,539.9003739600143
0.3225750202114674,633.556992090607
0.3304169479204528,640.3868015974565
0.5478717366628831,700.5208477164795
0.2435036272214332,580.1512337849036
0.369118741874669,558.020090294779
0.3424665213765653,657.1333873305482
0.1785207726229466,316.309634431556
0.1126947689501737,206.07648825608905
0.0517019910083493,143.01456146291906
0.0611940298507462,277.8718865924748
0.1515117953261712,469.8030283252839
